codigo;descrição;NCM
1;"Tributado; CST Entrada 50; CST Saida 01";37050090
1;"Tributado; CST Entrada 50; CST Saida 01";37061000
1;"Tributado; CST Entrada 50; CST Saida 01";37069000
1;"Tributado; CST Entrada 50; CST Saida 01";37071000
1;"Tributado; CST Entrada 50; CST Saida 01";37079010
1;"Tributado; CST Entrada 50; CST Saida 01";37079021
1;"Tributado; CST Entrada 50; CST Saida 01";37079029
1;"Tributado; CST Entrada 50; CST Saida 01";37079030
1;"Tributado; CST Entrada 50; CST Saida 01";37079090
1;"Tributado; CST Entrada 50; CST Saida 01";38011000
1;"Tributado; CST Entrada 50; CST Saida 01";38012010
1;"Tributado; CST Entrada 50; CST Saida 01";38012090
1;"Tributado; CST Entrada 50; CST Saida 01";38013010
1;"Tributado; CST Entrada 50; CST Saida 01";38013090
1;"Tributado; CST Entrada 50; CST Saida 01";38019000
1;"Tributado; CST Entrada 50; CST Saida 01";38021000
1;"Tributado; CST Entrada 50; CST Saida 01";38029010
1;"Tributado; CST Entrada 50; CST Saida 01";38029020
1;"Tributado; CST Entrada 50; CST Saida 01";38029030
1;"Tributado; CST Entrada 50; CST Saida 01";38029040
1;"Tributado; CST Entrada 50; CST Saida 01";38029050
1;"Tributado; CST Entrada 50; CST Saida 01";38029090
1;"Tributado; CST Entrada 50; CST Saida 01";38030010
1;"Tributado; CST Entrada 50; CST Saida 01";38030090
1;"Tributado; CST Entrada 50; CST Saida 01";38040011
1;"Tributado; CST Entrada 50; CST Saida 01";38040012
1;"Tributado; CST Entrada 50; CST Saida 01";38040020
1;"Tributado; CST Entrada 50; CST Saida 01";38051000
1;"Tributado; CST Entrada 50; CST Saida 01";38059010
1;"Tributado; CST Entrada 50; CST Saida 01";38059090
1;"Tributado; CST Entrada 50; CST Saida 01";38061000
1;"Tributado; CST Entrada 50; CST Saida 01";38062000
1;"Tributado; CST Entrada 50; CST Saida 01";38063000
1;"Tributado; CST Entrada 50; CST Saida 01";38069011
1;"Tributado; CST Entrada 50; CST Saida 01";38069012
1;"Tributado; CST Entrada 50; CST Saida 01";38069019
1;"Tributado; CST Entrada 50; CST Saida 01";38069090
1;"Tributado; CST Entrada 50; CST Saida 01";38070000
1;"Tributado; CST Entrada 50; CST Saida 01";38085200
1;"Tributado; CST Entrada 50; CST Saida 01";38085910
1;"Tributado; CST Entrada 50; CST Saida 01";38085921
1;"Tributado; CST Entrada 50; CST Saida 01";38085922
1;"Tributado; CST Entrada 50; CST Saida 01";38085923
1;"Tributado; CST Entrada 50; CST Saida 01";38085924
1;"Tributado; CST Entrada 50; CST Saida 01";38085925
1;"Tributado; CST Entrada 50; CST Saida 01";38085926
1;"Tributado; CST Entrada 50; CST Saida 01";38085929
1;"Tributado; CST Entrada 50; CST Saida 01";38086100
1;"Tributado; CST Entrada 50; CST Saida 01";38086210
1;"Tributado; CST Entrada 50; CST Saida 01";38086290
1;"Tributado; CST Entrada 50; CST Saida 01";38086910
1;"Tributado; CST Entrada 50; CST Saida 01";38086990
1;"Tributado; CST Entrada 50; CST Saida 01";38089111
1;"Tributado; CST Entrada 50; CST Saida 01";38089119
1;"Tributado; CST Entrada 50; CST Saida 01";38089120
1;"Tributado; CST Entrada 50; CST Saida 01";38089191
1;"Tributado; CST Entrada 50; CST Saida 01";38089192
1;"Tributado; CST Entrada 50; CST Saida 01";38089193
1;"Tributado; CST Entrada 50; CST Saida 01";38089194
1;"Tributado; CST Entrada 50; CST Saida 01";38089195
1;"Tributado; CST Entrada 50; CST Saida 01";38089196
1;"Tributado; CST Entrada 50; CST Saida 01";38089197
1;"Tributado; CST Entrada 50; CST Saida 01";38089199
1;"Tributado; CST Entrada 50; CST Saida 01";38089211
1;"Tributado; CST Entrada 50; CST Saida 01";38089219
1;"Tributado; CST Entrada 50; CST Saida 01";38089220
1;"Tributado; CST Entrada 50; CST Saida 01";38089291
1;"Tributado; CST Entrada 50; CST Saida 01";38089292
1;"Tributado; CST Entrada 50; CST Saida 01";38089293
1;"Tributado; CST Entrada 50; CST Saida 01";38089294
1;"Tributado; CST Entrada 50; CST Saida 01";38089295
1;"Tributado; CST Entrada 50; CST Saida 01";38089296
1;"Tributado; CST Entrada 50; CST Saida 01";38089297
1;"Tributado; CST Entrada 50; CST Saida 01";38089299
1;"Tributado; CST Entrada 50; CST Saida 01";38089311
1;"Tributado; CST Entrada 50; CST Saida 01";38089319
1;"Tributado; CST Entrada 50; CST Saida 01";38089321
1;"Tributado; CST Entrada 50; CST Saida 01";38089322
1;"Tributado; CST Entrada 50; CST Saida 01";38089323
1;"Tributado; CST Entrada 50; CST Saida 01";38089324
1;"Tributado; CST Entrada 50; CST Saida 01";38089325
1;"Tributado; CST Entrada 50; CST Saida 01";38089326
1;"Tributado; CST Entrada 50; CST Saida 01";38089327
1;"Tributado; CST Entrada 50; CST Saida 01";38089328
1;"Tributado; CST Entrada 50; CST Saida 01";38089329
1;"Tributado; CST Entrada 50; CST Saida 01";38089331
1;"Tributado; CST Entrada 50; CST Saida 01";38089332
1;"Tributado; CST Entrada 50; CST Saida 01";38089333
1;"Tributado; CST Entrada 50; CST Saida 01";38089341
1;"Tributado; CST Entrada 50; CST Saida 01";38089349
1;"Tributado; CST Entrada 50; CST Saida 01";38089351
1;"Tributado; CST Entrada 50; CST Saida 01";38089352
1;"Tributado; CST Entrada 50; CST Saida 01";38089359
1;"Tributado; CST Entrada 50; CST Saida 01";38089411
1;"Tributado; CST Entrada 50; CST Saida 01";38089419
1;"Tributado; CST Entrada 50; CST Saida 01";38089421
1;"Tributado; CST Entrada 50; CST Saida 01";38089422
1;"Tributado; CST Entrada 50; CST Saida 01";38089429
1;"Tributado; CST Entrada 50; CST Saida 01";38089911
1;"Tributado; CST Entrada 50; CST Saida 01";38089919
1;"Tributado; CST Entrada 50; CST Saida 01";38089920
1;"Tributado; CST Entrada 50; CST Saida 01";38089991
1;"Tributado; CST Entrada 50; CST Saida 01";38089992
1;"Tributado; CST Entrada 50; CST Saida 01";38089993
1;"Tributado; CST Entrada 50; CST Saida 01";38089994
1;"Tributado; CST Entrada 50; CST Saida 01";38089995
1;"Tributado; CST Entrada 50; CST Saida 01";38089996
1;"Tributado; CST Entrada 50; CST Saida 01";38089999
1;"Tributado; CST Entrada 50; CST Saida 01";38091010
1;"Tributado; CST Entrada 50; CST Saida 01";38091090
1;"Tributado; CST Entrada 50; CST Saida 01";38099110
1;"Tributado; CST Entrada 50; CST Saida 01";38099120
1;"Tributado; CST Entrada 50; CST Saida 01";38099130
1;"Tributado; CST Entrada 50; CST Saida 01";38099141
1;"Tributado; CST Entrada 50; CST Saida 01";38099149
1;"Tributado; CST Entrada 50; CST Saida 01";38099190
1;"Tributado; CST Entrada 50; CST Saida 01";38099211
1;"Tributado; CST Entrada 50; CST Saida 01";38099219
1;"Tributado; CST Entrada 50; CST Saida 01";38099290
1;"Tributado; CST Entrada 50; CST Saida 01";38099311
1;"Tributado; CST Entrada 50; CST Saida 01";38099319
1;"Tributado; CST Entrada 50; CST Saida 01";38099390
1;"Tributado; CST Entrada 50; CST Saida 01";38101010
1;"Tributado; CST Entrada 50; CST Saida 01";38101020
1;"Tributado; CST Entrada 50; CST Saida 01";38109000
1;"Tributado; CST Entrada 50; CST Saida 01";38111100
1;"Tributado; CST Entrada 50; CST Saida 01";38111900
1;"Tributado; CST Entrada 50; CST Saida 01";38112110
1;"Tributado; CST Entrada 50; CST Saida 01";38112120
1;"Tributado; CST Entrada 50; CST Saida 01";38112130
1;"Tributado; CST Entrada 50; CST Saida 01";38112140
1;"Tributado; CST Entrada 50; CST Saida 01";38112150
1;"Tributado; CST Entrada 50; CST Saida 01";38112190
1;"Tributado; CST Entrada 50; CST Saida 01";38112910
1;"Tributado; CST Entrada 50; CST Saida 01";38112920
1;"Tributado; CST Entrada 50; CST Saida 01";38112990
1;"Tributado; CST Entrada 50; CST Saida 01";38119010
1;"Tributado; CST Entrada 50; CST Saida 01";38119090
1;"Tributado; CST Entrada 50; CST Saida 01";38121000
1;"Tributado; CST Entrada 50; CST Saida 01";38122000
1;"Tributado; CST Entrada 50; CST Saida 01";38123100
1;"Tributado; CST Entrada 50; CST Saida 01";38123911
1;"Tributado; CST Entrada 50; CST Saida 01";38123912
1;"Tributado; CST Entrada 50; CST Saida 01";38123919
1;"Tributado; CST Entrada 50; CST Saida 01";38123921
1;"Tributado; CST Entrada 50; CST Saida 01";38123929
1;"Tributado; CST Entrada 50; CST Saida 01";38130010
1;"Tributado; CST Entrada 50; CST Saida 01";38130020
1;"Tributado; CST Entrada 50; CST Saida 01";38130030
1;"Tributado; CST Entrada 50; CST Saida 01";38130040
1;"Tributado; CST Entrada 50; CST Saida 01";38130090
1;"Tributado; CST Entrada 50; CST Saida 01";38140010
1;"Tributado; CST Entrada 50; CST Saida 01";38140020
1;"Tributado; CST Entrada 50; CST Saida 01";38140030
1;"Tributado; CST Entrada 50; CST Saida 01";38140090
1;"Tributado; CST Entrada 50; CST Saida 01";38151100
1;"Tributado; CST Entrada 50; CST Saida 01";38151210
1;"Tributado; CST Entrada 50; CST Saida 01";38151220
1;"Tributado; CST Entrada 50; CST Saida 01";38151290
1;"Tributado; CST Entrada 50; CST Saida 01";38151900
1;"Tributado; CST Entrada 50; CST Saida 01";38159010
1;"Tributado; CST Entrada 50; CST Saida 01";38159091
1;"Tributado; CST Entrada 50; CST Saida 01";38159092
1;"Tributado; CST Entrada 50; CST Saida 01";38159093
1;"Tributado; CST Entrada 50; CST Saida 01";38159099
1;"Tributado; CST Entrada 50; CST Saida 01";38160011
1;"Tributado; CST Entrada 50; CST Saida 01";38160012
1;"Tributado; CST Entrada 50; CST Saida 01";38160019
1;"Tributado; CST Entrada 50; CST Saida 01";38160021
1;"Tributado; CST Entrada 50; CST Saida 01";38160029
1;"Tributado; CST Entrada 50; CST Saida 01";38160090
1;"Tributado; CST Entrada 50; CST Saida 01";38170010
1;"Tributado; CST Entrada 50; CST Saida 01";38170020
1;"Tributado; CST Entrada 50; CST Saida 01";38180010
1;"Tributado; CST Entrada 50; CST Saida 01";38180090
1;"Tributado; CST Entrada 50; CST Saida 01";38190000
1;"Tributado; CST Entrada 50; CST Saida 01";38200000
1;"Tributado; CST Entrada 50; CST Saida 01";38210000
1;"Tributado; CST Entrada 50; CST Saida 01";38221100
1;"Tributado; CST Entrada 50; CST Saida 01";38221200
1;"Tributado; CST Entrada 50; CST Saida 01";38221300
1;"Tributado; CST Entrada 50; CST Saida 01";38221910
1;"Tributado; CST Entrada 50; CST Saida 01";38221920
1;"Tributado; CST Entrada 50; CST Saida 01";38221930
1;"Tributado; CST Entrada 50; CST Saida 01";38221940
1;"Tributado; CST Entrada 50; CST Saida 01";38221990
1;"Tributado; CST Entrada 50; CST Saida 01";38229000
1;"Tributado; CST Entrada 50; CST Saida 01";38231100
1;"Tributado; CST Entrada 50; CST Saida 01";38231200
1;"Tributado; CST Entrada 50; CST Saida 01";38231300
1;"Tributado; CST Entrada 50; CST Saida 01";38231910
1;"Tributado; CST Entrada 50; CST Saida 01";38231990
1;"Tributado; CST Entrada 50; CST Saida 01";38237010
1;"Tributado; CST Entrada 50; CST Saida 01";38237020
1;"Tributado; CST Entrada 50; CST Saida 01";38237040
1;"Tributado; CST Entrada 50; CST Saida 01";38237090
1;"Tributado; CST Entrada 50; CST Saida 01";38241000
1;"Tributado; CST Entrada 50; CST Saida 01";38243000
1;"Tributado; CST Entrada 50; CST Saida 01";38244000
1;"Tributado; CST Entrada 50; CST Saida 01";38245000
1;"Tributado; CST Entrada 50; CST Saida 01";38246000
1;"Tributado; CST Entrada 50; CST Saida 01";38248110
1;"Tributado; CST Entrada 50; CST Saida 01";38248190
1;"Tributado; CST Entrada 50; CST Saida 01";38248210
1;"Tributado; CST Entrada 50; CST Saida 01";38248290
1;"Tributado; CST Entrada 50; CST Saida 01";38248300
1;"Tributado; CST Entrada 50; CST Saida 01";38248400
1;"Tributado; CST Entrada 50; CST Saida 01";38248500
1;"Tributado; CST Entrada 50; CST Saida 01";38248600
1;"Tributado; CST Entrada 50; CST Saida 01";38248700
1;"Tributado; CST Entrada 50; CST Saida 01";38248810
1;"Tributado; CST Entrada 50; CST Saida 01";38248820
1;"Tributado; CST Entrada 50; CST Saida 01";38248900
1;"Tributado; CST Entrada 50; CST Saida 01";38249100
1;"Tributado; CST Entrada 50; CST Saida 01";38249200
1;"Tributado; CST Entrada 50; CST Saida 01";38249911
1;"Tributado; CST Entrada 50; CST Saida 01";38249912
1;"Tributado; CST Entrada 50; CST Saida 01";38249913
1;"Tributado; CST Entrada 50; CST Saida 01";38249914
1;"Tributado; CST Entrada 50; CST Saida 01";38249915
1;"Tributado; CST Entrada 50; CST Saida 01";38249919
1;"Tributado; CST Entrada 50; CST Saida 01";38249921
1;"Tributado; CST Entrada 50; CST Saida 01";38249922
1;"Tributado; CST Entrada 50; CST Saida 01";38249923
1;"Tributado; CST Entrada 50; CST Saida 01";38249924
1;"Tributado; CST Entrada 50; CST Saida 01";38249925
1;"Tributado; CST Entrada 50; CST Saida 01";38249929
1;"Tributado; CST Entrada 50; CST Saida 01";38249931
1;"Tributado; CST Entrada 50; CST Saida 01";38249932
1;"Tributado; CST Entrada 50; CST Saida 01";38249933
1;"Tributado; CST Entrada 50; CST Saida 01";38249934
1;"Tributado; CST Entrada 50; CST Saida 01";38249935
1;"Tributado; CST Entrada 50; CST Saida 01";38249936
1;"Tributado; CST Entrada 50; CST Saida 01";38249939
1;"Tributado; CST Entrada 50; CST Saida 01";38249941
1;"Tributado; CST Entrada 50; CST Saida 01";38249942
1;"Tributado; CST Entrada 50; CST Saida 01";38249943
1;"Tributado; CST Entrada 50; CST Saida 01";38249949
1;"Tributado; CST Entrada 50; CST Saida 01";38249951
1;"Tributado; CST Entrada 50; CST Saida 01";38249952
1;"Tributado; CST Entrada 50; CST Saida 01";38249953
1;"Tributado; CST Entrada 50; CST Saida 01";38249954
1;"Tributado; CST Entrada 50; CST Saida 01";38249959
1;"Tributado; CST Entrada 50; CST Saida 01";38249961
1;"Tributado; CST Entrada 50; CST Saida 01";38249962
1;"Tributado; CST Entrada 50; CST Saida 01";38249969
1;"Tributado; CST Entrada 50; CST Saida 01";38249971
1;"Tributado; CST Entrada 50; CST Saida 01";38249972
1;"Tributado; CST Entrada 50; CST Saida 01";38249973
1;"Tributado; CST Entrada 50; CST Saida 01";38249974
1;"Tributado; CST Entrada 50; CST Saida 01";38249975
1;"Tributado; CST Entrada 50; CST Saida 01";38249976
1;"Tributado; CST Entrada 50; CST Saida 01";38249977
1;"Tributado; CST Entrada 50; CST Saida 01";38249978
1;"Tributado; CST Entrada 50; CST Saida 01";38249979
1;"Tributado; CST Entrada 50; CST Saida 01";38249981
1;"Tributado; CST Entrada 50; CST Saida 01";38249982
1;"Tributado; CST Entrada 50; CST Saida 01";38249983
1;"Tributado; CST Entrada 50; CST Saida 01";38249984
1;"Tributado; CST Entrada 50; CST Saida 01";38249985
1;"Tributado; CST Entrada 50; CST Saida 01";38249986
1;"Tributado; CST Entrada 50; CST Saida 01";38249987
1;"Tributado; CST Entrada 50; CST Saida 01";38249988
1;"Tributado; CST Entrada 50; CST Saida 01";38249989
1;"Tributado; CST Entrada 50; CST Saida 01";38251000
1;"Tributado; CST Entrada 50; CST Saida 01";38252000
1;"Tributado; CST Entrada 50; CST Saida 01";38253000
1;"Tributado; CST Entrada 50; CST Saida 01";38254100
1;"Tributado; CST Entrada 50; CST Saida 01";38254900
1;"Tributado; CST Entrada 50; CST Saida 01";38255000
1;"Tributado; CST Entrada 50; CST Saida 01";38256100
1;"Tributado; CST Entrada 50; CST Saida 01";38256900
1;"Tributado; CST Entrada 50; CST Saida 01";38259000
109;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 109";38260000
1;"Tributado; CST Entrada 50; CST Saida 01";38271110
1;"Tributado; CST Entrada 50; CST Saida 01";38271190
1;"Tributado; CST Entrada 50; CST Saida 01";38271200
1;"Tributado; CST Entrada 50; CST Saida 01";38271300
1;"Tributado; CST Entrada 50; CST Saida 01";38271400
1;"Tributado; CST Entrada 50; CST Saida 01";38272000
1;"Tributado; CST Entrada 50; CST Saida 01";38273110
1;"Tributado; CST Entrada 50; CST Saida 01";38273190
1;"Tributado; CST Entrada 50; CST Saida 01";38273210
1;"Tributado; CST Entrada 50; CST Saida 01";38273290
1;"Tributado; CST Entrada 50; CST Saida 01";38273900
1;"Tributado; CST Entrada 50; CST Saida 01";38274000
1;"Tributado; CST Entrada 50; CST Saida 01";38275100
1;"Tributado; CST Entrada 50; CST Saida 01";38275900
1;"Tributado; CST Entrada 50; CST Saida 01";38276100
1;"Tributado; CST Entrada 50; CST Saida 01";38276200
1;"Tributado; CST Entrada 50; CST Saida 01";38276300
1;"Tributado; CST Entrada 50; CST Saida 01";38276400
1;"Tributado; CST Entrada 50; CST Saida 01";38276500
1;"Tributado; CST Entrada 50; CST Saida 01";38276800
1;"Tributado; CST Entrada 50; CST Saida 01";38276900
1;"Tributado; CST Entrada 50; CST Saida 01";38279000
1;"Tributado; CST Entrada 50; CST Saida 01";39011020
1;"Tributado; CST Entrada 50; CST Saida 01";39011030
1;"Tributado; CST Entrada 50; CST Saida 01";39012011
1;"Tributado; CST Entrada 50; CST Saida 01";39012019
1;"Tributado; CST Entrada 50; CST Saida 01";39012021
1;"Tributado; CST Entrada 50; CST Saida 01";39012029
1;"Tributado; CST Entrada 50; CST Saida 01";39013010
1;"Tributado; CST Entrada 50; CST Saida 01";39013090
1;"Tributado; CST Entrada 50; CST Saida 01";39014000
1;"Tributado; CST Entrada 50; CST Saida 01";39019010
1;"Tributado; CST Entrada 50; CST Saida 01";39019020
1;"Tributado; CST Entrada 50; CST Saida 01";39019030
1;"Tributado; CST Entrada 50; CST Saida 01";39019040
1;"Tributado; CST Entrada 50; CST Saida 01";39019050
1;"Tributado; CST Entrada 50; CST Saida 01";39019090
1;"Tributado; CST Entrada 50; CST Saida 01";39021010
1;"Tributado; CST Entrada 50; CST Saida 01";39021020
1;"Tributado; CST Entrada 50; CST Saida 01";39022000
1;"Tributado; CST Entrada 50; CST Saida 01";39023000
1;"Tributado; CST Entrada 50; CST Saida 01";39029000
1;"Tributado; CST Entrada 50; CST Saida 01";39031110
1;"Tributado; CST Entrada 50; CST Saida 01";39031120
1;"Tributado; CST Entrada 50; CST Saida 01";39031900
1;"Tributado; CST Entrada 50; CST Saida 01";39032000
1;"Tributado; CST Entrada 50; CST Saida 01";39033010
1;"Tributado; CST Entrada 50; CST Saida 01";39033020
1;"Tributado; CST Entrada 50; CST Saida 01";39039010
1;"Tributado; CST Entrada 50; CST Saida 01";39039020
1;"Tributado; CST Entrada 50; CST Saida 01";39039090
1;"Tributado; CST Entrada 50; CST Saida 01";39041010
1;"Tributado; CST Entrada 50; CST Saida 01";39041020
1;"Tributado; CST Entrada 50; CST Saida 01";39041090
1;"Tributado; CST Entrada 50; CST Saida 01";39042100
1;"Tributado; CST Entrada 50; CST Saida 01";39042200
1;"Tributado; CST Entrada 50; CST Saida 01";39043000
1;"Tributado; CST Entrada 50; CST Saida 01";39044010
1;"Tributado; CST Entrada 50; CST Saida 01";39044090
1;"Tributado; CST Entrada 50; CST Saida 01";39045010
1;"Tributado; CST Entrada 50; CST Saida 01";39045090
1;"Tributado; CST Entrada 50; CST Saida 01";39046110
1;"Tributado; CST Entrada 50; CST Saida 01";39046190
1;"Tributado; CST Entrada 50; CST Saida 01";39046910
1;"Tributado; CST Entrada 50; CST Saida 01";39046990
1;"Tributado; CST Entrada 50; CST Saida 01";39049010
1;"Tributado; CST Entrada 50; CST Saida 01";39049090
1;"Tributado; CST Entrada 50; CST Saida 01";39051200
1;"Tributado; CST Entrada 50; CST Saida 01";39051910
1;"Tributado; CST Entrada 50; CST Saida 01";39051990
1;"Tributado; CST Entrada 50; CST Saida 01";39052100
1;"Tributado; CST Entrada 50; CST Saida 01";39052900
1;"Tributado; CST Entrada 50; CST Saida 01";39053000
1;"Tributado; CST Entrada 50; CST Saida 01";39059130
1;"Tributado; CST Entrada 50; CST Saida 01";39059190
1;"Tributado; CST Entrada 50; CST Saida 01";39059910
1;"Tributado; CST Entrada 50; CST Saida 01";39059920
1;"Tributado; CST Entrada 50; CST Saida 01";39059930
1;"Tributado; CST Entrada 50; CST Saida 01";39059990
1;"Tributado; CST Entrada 50; CST Saida 01";39061000
1;"Tributado; CST Entrada 50; CST Saida 01";39069011
1;"Tributado; CST Entrada 50; CST Saida 01";39069012
1;"Tributado; CST Entrada 50; CST Saida 01";39069019
1;"Tributado; CST Entrada 50; CST Saida 01";39069021
1;"Tributado; CST Entrada 50; CST Saida 01";39069022
1;"Tributado; CST Entrada 50; CST Saida 01";39069029
1;"Tributado; CST Entrada 50; CST Saida 01";39069031
1;"Tributado; CST Entrada 50; CST Saida 01";39069032
1;"Tributado; CST Entrada 50; CST Saida 01";39069039
1;"Tributado; CST Entrada 50; CST Saida 01";39069041
1;"Tributado; CST Entrada 50; CST Saida 01";39069042
1;"Tributado; CST Entrada 50; CST Saida 01";39069043
1;"Tributado; CST Entrada 50; CST Saida 01";39069044
1;"Tributado; CST Entrada 50; CST Saida 01";39069045
1;"Tributado; CST Entrada 50; CST Saida 01";39069046
1;"Tributado; CST Entrada 50; CST Saida 01";39069047
1;"Tributado; CST Entrada 50; CST Saida 01";39069048
1;"Tributado; CST Entrada 50; CST Saida 01";39069049
1;"Tributado; CST Entrada 50; CST Saida 01";39071010
1;"Tributado; CST Entrada 50; CST Saida 01";39071020
1;"Tributado; CST Entrada 50; CST Saida 01";39071031
1;"Tributado; CST Entrada 50; CST Saida 01";39071039
1;"Tributado; CST Entrada 50; CST Saida 01";39071041
1;"Tributado; CST Entrada 50; CST Saida 01";39071042
1;"Tributado; CST Entrada 50; CST Saida 01";39071049
1;"Tributado; CST Entrada 50; CST Saida 01";39071091
1;"Tributado; CST Entrada 50; CST Saida 01";39071099
1;"Tributado; CST Entrada 50; CST Saida 01";39072100
1;"Tributado; CST Entrada 50; CST Saida 01";39072911
1;"Tributado; CST Entrada 50; CST Saida 01";39072912
1;"Tributado; CST Entrada 50; CST Saida 01";39072920
1;"Tributado; CST Entrada 50; CST Saida 01";39072931
1;"Tributado; CST Entrada 50; CST Saida 01";39072939
1;"Tributado; CST Entrada 50; CST Saida 01";39072941
1;"Tributado; CST Entrada 50; CST Saida 01";39072942
1;"Tributado; CST Entrada 50; CST Saida 01";39072949
1;"Tributado; CST Entrada 50; CST Saida 01";39072990
1;"Tributado; CST Entrada 50; CST Saida 01";39072991
1;"Tributado; CST Entrada 50; CST Saida 01";39072999
1;"Tributado; CST Entrada 50; CST Saida 01";39073011
1;"Tributado; CST Entrada 50; CST Saida 01";39073019
1;"Tributado; CST Entrada 50; CST Saida 01";39073021
1;"Tributado; CST Entrada 50; CST Saida 01";39073022
1;"Tributado; CST Entrada 50; CST Saida 01";39073029
1;"Tributado; CST Entrada 50; CST Saida 01";39074010
1;"Tributado; CST Entrada 50; CST Saida 01";39074020
1;"Tributado; CST Entrada 50; CST Saida 01";39074090
1;"Tributado; CST Entrada 50; CST Saida 01";39075010
1;"Tributado; CST Entrada 50; CST Saida 01";39075090
1;"Tributado; CST Entrada 50; CST Saida 01";39076100
1;"Tributado; CST Entrada 50; CST Saida 01";39076900
1;"Tributado; CST Entrada 50; CST Saida 01";39077000
1;"Tributado; CST Entrada 50; CST Saida 01";39079100
1;"Tributado; CST Entrada 50; CST Saida 01";39079911
1;"Tributado; CST Entrada 50; CST Saida 01";39079912
1;"Tributado; CST Entrada 50; CST Saida 01";39079919
1;"Tributado; CST Entrada 50; CST Saida 01";39079991
1;"Tributado; CST Entrada 50; CST Saida 01";39079992
1;"Tributado; CST Entrada 50; CST Saida 01";39079993
1;"Tributado; CST Entrada 50; CST Saida 01";39079994
1;"Tributado; CST Entrada 50; CST Saida 01";39079995
1;"Tributado; CST Entrada 50; CST Saida 01";39079999
1;"Tributado; CST Entrada 50; CST Saida 01";39081011
1;"Tributado; CST Entrada 50; CST Saida 01";39081012
1;"Tributado; CST Entrada 50; CST Saida 01";39081013
1;"Tributado; CST Entrada 50; CST Saida 01";39081014
1;"Tributado; CST Entrada 50; CST Saida 01";39081019
1;"Tributado; CST Entrada 50; CST Saida 01";39081021
1;"Tributado; CST Entrada 50; CST Saida 01";39081022
1;"Tributado; CST Entrada 50; CST Saida 01";39081023
1;"Tributado; CST Entrada 50; CST Saida 01";39081025
1;"Tributado; CST Entrada 50; CST Saida 01";39081026
1;"Tributado; CST Entrada 50; CST Saida 01";39081029
1;"Tributado; CST Entrada 50; CST Saida 01";39089010
1;"Tributado; CST Entrada 50; CST Saida 01";39089020
1;"Tributado; CST Entrada 50; CST Saida 01";39089090
1;"Tributado; CST Entrada 50; CST Saida 01";39091000
1;"Tributado; CST Entrada 50; CST Saida 01";39092011
1;"Tributado; CST Entrada 50; CST Saida 01";39092019
1;"Tributado; CST Entrada 50; CST Saida 01";39092021
1;"Tributado; CST Entrada 50; CST Saida 01";39092029
1;"Tributado; CST Entrada 50; CST Saida 01";39093100
1;"Tributado; CST Entrada 50; CST Saida 01";39093900
1;"Tributado; CST Entrada 50; CST Saida 01";39094011
1;"Tributado; CST Entrada 50; CST Saida 01";39094019
1;"Tributado; CST Entrada 50; CST Saida 01";39094091
1;"Tributado; CST Entrada 50; CST Saida 01";39094099
1;"Tributado; CST Entrada 50; CST Saida 01";39095011
1;"Tributado; CST Entrada 50; CST Saida 01";39095012
1;"Tributado; CST Entrada 50; CST Saida 01";39095019
1;"Tributado; CST Entrada 50; CST Saida 01";39095021
1;"Tributado; CST Entrada 50; CST Saida 01";39095029
1;"Tributado; CST Entrada 50; CST Saida 01";39100011
1;"Tributado; CST Entrada 50; CST Saida 01";39100012
1;"Tributado; CST Entrada 50; CST Saida 01";39100013
1;"Tributado; CST Entrada 50; CST Saida 01";39100019
1;"Tributado; CST Entrada 50; CST Saida 01";39100021
1;"Tributado; CST Entrada 50; CST Saida 01";39100029
1;"Tributado; CST Entrada 50; CST Saida 01";39100030
1;"Tributado; CST Entrada 50; CST Saida 01";39100090
1;"Tributado; CST Entrada 50; CST Saida 01";39111010
1;"Tributado; CST Entrada 50; CST Saida 01";39111021
1;"Tributado; CST Entrada 50; CST Saida 01";39111029
1;"Tributado; CST Entrada 50; CST Saida 01";39112000
1;"Tributado; CST Entrada 50; CST Saida 01";39119011
1;"Tributado; CST Entrada 50; CST Saida 01";39119012
1;"Tributado; CST Entrada 50; CST Saida 01";39119013
1;"Tributado; CST Entrada 50; CST Saida 01";39119014
1;"Tributado; CST Entrada 50; CST Saida 01";39119019
1;"Tributado; CST Entrada 50; CST Saida 01";39119021
1;"Tributado; CST Entrada 50; CST Saida 01";39119022
1;"Tributado; CST Entrada 50; CST Saida 01";39119023
1;"Tributado; CST Entrada 50; CST Saida 01";39119024
1;"Tributado; CST Entrada 50; CST Saida 01";39119025
1;"Tributado; CST Entrada 50; CST Saida 01";39119026
1;"Tributado; CST Entrada 50; CST Saida 01";39119027
1;"Tributado; CST Entrada 50; CST Saida 01";39119029
1;"Tributado; CST Entrada 50; CST Saida 01";39121110
1;"Tributado; CST Entrada 50; CST Saida 01";39121120
1;"Tributado; CST Entrada 50; CST Saida 01";39121200
1;"Tributado; CST Entrada 50; CST Saida 01";39122010
1;"Tributado; CST Entrada 50; CST Saida 01";39122021
1;"Tributado; CST Entrada 50; CST Saida 01";39122029
1;"Tributado; CST Entrada 50; CST Saida 01";39123111
1;"Tributado; CST Entrada 50; CST Saida 01";39123119
1;"Tributado; CST Entrada 50; CST Saida 01";39123121
1;"Tributado; CST Entrada 50; CST Saida 01";39123129
